"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"63578",2,1,1,3,1,4,1,1,4,2
"63579",2,0,2,2,1,2,0,1,2,4
"63580",0,1,1,0,2,0,1,0,2,6
"63581",1,5,0,2,4,1,3,3,2,5
"63582",1,3,1,2,4,1,3,3,2,7
"63583",3,1,2,2,2,4,1,2,6,2
"63584",0,3,0,1,4,1,2,3,1,4
"63585",0,1,0,0,1,1,1,1,1,4
"63586",0,1,0,2,4,1,0,3,2,5
"63587",2,2,2,3,3,4,1,2,5,5
"63588",1,1,1,2,3,3,1,4,5,5
"63589",1,3,2,3,2,4,1,2,5,4
"63590",2,5,1,1,6,2,1,6,4,9
"63591",2,8,0,4,5,2,3,3,4,6
"63592",0,1,0,0,1,2,0,1,1,1
"63593",4,5,2,4,1,5,2,0,5,3
"63594",6,2,4,6,3,8,2,1,10,5
"63595",2,3,2,3,2,4,5,2,4,3
"63596",2,1,0,2,1,0,1,2,2,4
"63597",1,2,0,1,2,1,1,0,1,4
"63598",4,4,2,4,4,4,1,4,9,7
"63599",1,1,1,3,4,4,3,4,5,5
"63600",3,6,1,2,5,3,3,4,3,7
"63601",2,1,1,3,1,4,1,1,4,2
"63602",4,3,3,4,3,5,3,1,7,4
"63603",1,2,1,3,1,3,1,1,7,2
"63604",4,1,1,6,1,7,0,1,8,3
"63605",3,2,1,4,2,6,1,2,7,5
"63606",3,4,2,3,2,5,1,3,6,4
"63607",1,1,0,0,1,2,1,0,3,2
"63608",1,0,0,0,2,1,0,1,2,2
"63609",0,0,0,0,1,2,2,1,2,2
"63610",1,1,0,1,2,2,2,2,4,5
"63611",3,1,3,4,2,4,2,1,9,5
"63612",2,3,0,2,5,0,5,4,5,7
"63613",1,1,1,1,3,2,3,4,3,4
"63614",1,2,0,2,2,2,4,1,3,3
"63615",3,4,2,0,4,3,4,2,7,6
"63616",1,3,2,3,2,4,1,2,5,4
"63617",3,4,2,3,3,3,2,3,3,4
"63618",4,3,4,2,2,3,1,1,5,2
"63619",2,3,1,2,1,2,1,1,2,1
"63620",3,1,3,4,2,6,3,1,11,5
"63621",1,1,1,5,0,5,0,3,7,3
"63622",1,4,2,1,3,3,1,4,3,8
"63623",1,5,2,1,6,2,4,6,2,8
"63624",2,1,1,3,1,4,1,1,4,2
"63625",4,1,1,6,1,7,0,1,8,3
"63626",1,1,1,2,3,3,1,4,5,5
"63627",4,3,4,2,2,3,1,1,5,2
"63628",2,6,2,4,5,2,3,4,5,8
"63629",1,2,0,0,2,0,0,2,1,3
"63630",2,6,2,4,5,2,3,4,5,8
"63631",1,2,0,0,2,0,0,2,1,3
"63632",6,8,0,6,13,4,2,11,14,18
"63633",8,5,5,11,2,10,4,5,14,6
"63634",2,2,2,3,2,2,1,2,3,3
"63635",3,2,2,3,3,4,1,2,4,4
"63636",1,1,3,1,1,1,1,1,3,1
"63637",3,3,2,3,2,4,2,3,4,7
"63638",1,2,0,1,4,1,3,5,4,8
"63639",10,9,9,13,9,11,4,11,22,17
"63640",5,3,4,6,5,6,3,4,13,9
"63641",4,3,3,5,2,5,2,1,6,4
"63642",1,2,2,1,2,1,2,2,2,5
"63643",1,1,2,2,0,4,1,3,5,5
"63644",2,5,2,3,4,4,1,3,5,6
"63645",1,4,0,2,2,3,1,3,6,4
"63646",3,2,4,5,3,3,1,2,6,3
"63647",2,7,2,3,4,2,4,4,5,6
"63648",3,3,2,3,3,4,2,4,4,7
"63649",3,5,2,4,9,3,5,7,6,10
"63650",3,3,2,4,4,4,2,3,9,4
"63651",0,2,0,1,2,0,2,2,0,2
"63652",1,1,1,1,2,2,0,1,3,4
"63653",5,4,3,5,2,4,1,2,6,4
"63654",2,3,1,3,2,2,1,0,4,3
"63655",1,2,1,1,3,2,1,5,4,7
"63656",2,1,1,1,2,2,0,2,2,2
"63657",0,0,0,2,1,1,0,0,2,2
"63658",2,4,2,4,3,4,2,6,4,5
"63659",2,4,0,2,5,3,4,3,5,7
"63660",0,3,1,2,2,5,3,4,5,4
"63661",1,3,0,3,3,3,1,1,4,4
"63662",0,2,2,0,3,1,2,3,1,4
"63663",0,0,0,2,1,2,1,3,3,3
"63664",1,4,1,2,4,3,3,5,2,8
"63665",1,0,1,3,1,3,1,2,4,2
"63666",2,4,1,1,4,4,1,1,4,6
"63667",0,2,1,0,4,2,1,2,2,4
"63668",1,2,1,2,4,4,2,2,4,4
"63669",5,2,2,4,5,7,1,6,8,6
"63670",0,3,0,1,3,0,1,2,0,4
"63671",4,7,2,3,6,3,4,4,7,12
"63672",0,5,0,1,4,1,2,3,1,4
"63673",5,7,6,5,9,7,3,9,11,11
"63674",4,5,1,4,5,1,4,4,5,7
"63675",0,3,0,1,3,1,0,1,1,4
"63676",0,2,1,0,2,0,0,2,2,2
"63677",4,3,3,7,5,5,5,6,11,9
"63678",2,7,2,4,8,3,3,7,5,10
"63679",4,1,4,3,1,7,1,2,12,6
"63680",1,2,1,0,4,0,2,2,1,4
"63681",3,0,1,0,2,1,2,0,6,4
"63682",4,4,2,4,4,4,4,7,9,5
"63683",3,0,3,4,2,4,1,3,4,4
"63684",0,0,1,1,1,3,0,1,1,1
"63685",4,2,4,6,3,5,1,5,8,4
"63686",4,3,2,3,1,4,2,5,8,5
"63687",1,2,1,4,3,2,1,1,5,6
"63688",1,0,1,2,0,3,1,1,4,0
"63689",1,1,1,1,2,2,3,2,3,3
"63690",5,0,3,4,0,1,1,1,7,3
"63691",2,4,1,6,4,2,3,3,8,6
"63692",1,3,1,1,5,1,4,4,2,5
"63693",6,13,3,11,9,3,5,14,19,16
"63694",5,0,0,5,1,1,0,0,5,3
"63695",1,0,0,2,4,4,0,1,3,5
"63696",0,3,1,1,3,1,0,3,3,5
"63697",2,4,3,4,6,3,1,3,6,9
"63698",1,6,1,2,8,3,2,4,2,8
"63699",4,2,5,5,2,3,1,3,5,3
"63700",1,1,0,0,3,1,1,3,5,7
"63701",2,3,2,4,6,4,3,2,5,7
"63702",2,3,2,3,6,4,2,5,5,8
"63703",2,4,2,1,8,5,4,6,3,10
"63704",4,2,2,3,3,3,1,3,4,7
"63705",2,1,2,5,3,3,0,0,6,3
"63706",3,2,2,1,2,1,2,1,3,8
"63707",0,2,0,1,1,0,1,1,2,1
"63708",1,3,2,0,3,1,1,3,4,4
"63709",0,4,1,1,4,2,2,3,3,5
"63710",5,2,2,6,3,6,0,2,7,3
"63711",1,2,1,0,3,1,2,1,3,3
"63712",3,4,1,2,7,2,4,5,3,8
"63713",3,3,1,1,6,1,2,5,6,10
"63714",0,2,1,0,4,3,2,3,7,5
"63715",2,3,2,4,4,2,1,3,3,6
"63716",3,2,1,1,3,3,3,3,6,3
"63717",0,3,0,1,4,1,0,4,2,7
"63718",1,2,2,2,1,1,0,0,2,1
"63719",2,2,2,2,2,2,2,2,4,4
"63720",2,3,2,1,5,1,1,2,3,7
"63721",1,2,2,2,6,2,0,5,3,7
"63722",2,2,1,4,0,4,1,1,10,3
"63723",1,0,0,1,4,3,1,3,2,6
"63724",4,3,4,4,6,5,1,7,7,10
"63725",3,4,3,5,3,5,1,1,5,6
"63726",2,7,3,5,5,4,3,3,7,8
"63727",5,3,2,8,5,7,1,5,10,7
"63728",0,1,1,0,2,0,0,1,3,3
"63729",1,4,1,3,5,3,2,3,4,6
"63730",0,0,0,0,1,0,0,0,0,2
"63731",6,12,9,4,12,10,7,14,13,21
"63732",1,3,0,2,4,2,0,2,3,9
"63733",0,3,0,0,7,0,3,3,0,7
"63734",0,0,0,0,3,0,0,2,0,4
"63735",1,1,1,4,4,6,4,3,6,5
"63736",1,0,0,2,0,1,1,0,2,1
"63737",1,3,1,1,6,1,2,5,1,8
"63738",1,3,1,1,1,3,1,1,3,4
"63739",0,3,1,0,4,0,2,3,1,7
"63740",1,5,0,2,3,1,3,2,2,5
"63741",2,8,3,2,10,4,2,10,3,14
"63742",6,13,2,10,12,9,5,13,9,18
"63743",3,3,1,5,3,4,4,1,4,5
"63744",1,1,1,1,4,1,1,2,1,6
"63745",2,3,2,4,4,8,2,4,9,6
"63746",1,1,0,1,5,2,1,3,3,5
"63747",0,1,0,1,1,2,1,0,3,1
"63748",3,2,1,2,2,2,3,1,3,2
"63749",5,0,3,2,2,5,1,3,7,6
"63750",2,4,1,3,6,2,1,7,4,9
"63751",0,6,0,0,1,5,1,1,2,6
"63752",2,2,2,3,6,2,2,6,3,9
"63753",1,0,1,2,2,4,2,1,3,2
"63754",1,2,1,1,2,2,1,3,3,3
"63755",2,5,1,1,4,0,3,2,4,4
"63756",1,2,1,2,3,1,2,1,2,3
"63757",2,1,1,1,2,1,1,1,3,3
"63758",1,4,0,1,5,1,3,3,2,6
"63759",1,6,1,1,5,2,1,5,2,8
"63760",1,1,1,0,4,1,2,2,1,6
"63761",4,8,3,3,9,3,4,6,5,14
"63762",0,1,2,1,4,1,2,3,3,5
"63763",1,4,0,2,4,1,2,2,4,7
"63764",1,2,2,3,4,2,0,0,5,3
"63765",5,2,4,4,4,6,1,2,8,4
"63766",2,6,2,2,7,5,2,7,4,11
"63767",5,1,5,6,1,5,1,1,7,3
"63768",1,3,0,3,3,3,2,2,4,3
"63769",1,1,1,1,1,2,3,2,1,2
"63770",2,3,2,3,3,2,2,1,2,3
"63771",5,12,1,6,10,4,2,12,8,19
"63772",2,9,1,3,8,1,3,7,1,13
"63773",1,5,1,3,4,3,4,3,5,8
"63774",3,7,1,8,9,3,5,3,5,12
"63775",2,2,2,3,3,2,1,3,2,3
"63776",2,4,0,0,1,0,0,3,1,6
"63777",3,4,1,4,3,4,0,1,5,4
"63778",2,5,2,2,6,5,2,3,5,7
"63779",1,1,2,2,1,1,1,1,2,2
"63780",0,4,0,2,5,3,0,3,2,10
"63781",1,2,1,3,2,2,3,5,3,4
"63782",2,3,1,3,1,2,0,1,5,2
"63783",5,5,4,5,7,3,1,6,7,11
"63784",4,5,2,5,5,11,2,4,10,7
"63785",4,3,3,4,3,4,1,4,6,5
"63786",0,0,0,0,2,0,1,1,0,2
"63787",3,2,1,3,4,3,1,1,3,4
"63788",4,4,3,3,4,5,4,4,8,5
"63789",3,6,3,5,5,5,4,4,8,8
"63790",3,1,2,3,1,5,1,2,6,3
"63791",4,7,1,5,5,6,3,8,9,12
"63792",0,0,0,0,1,0,0,0,0,1
"63793",2,2,1,3,2,4,2,2,5,7
"63794",1,6,1,2,4,2,2,6,4,8
"63795",13,5,10,16,4,10,3,6,19,11
"63796",0,0,0,0,1,0,1,0,1,1
"63797",1,2,1,0,3,1,3,3,2,4
"63798",1,2,1,1,4,3,3,5,2,8
"63799",1,1,0,1,1,1,0,0,1,3
"63800",3,0,3,2,1,3,1,0,6,3
"63801",1,4,0,4,2,3,0,4,5,3
"63802",1,2,1,3,4,2,3,3,3,5
"63803",2,2,1,1,5,2,3,3,3,6
"63804",5,9,4,5,6,1,4,4,8,7
"63805",0,5,0,1,4,2,2,1,1,6
"63806",1,5,2,1,5,3,1,4,5,5
"63807",2,3,2,3,2,2,2,1,3,3
"63808",4,10,0,4,9,3,5,10,8,15
"63809",1,0,2,3,1,3,0,1,7,2
"63810",2,1,1,3,3,2,1,2,2,6
"63811",3,3,2,3,4,3,3,2,5,6
"63812",0,4,0,1,5,0,1,4,2,12
"63813",2,2,1,1,3,2,2,2,3,4
"63814",1,2,0,5,0,1,0,2,7,1
"63815",3,2,3,1,1,2,0,1,3,1
"63816",1,5,2,1,8,1,4,4,2,8
"63817",2,2,0,1,1,1,0,0,3,3
"63818",3,1,3,3,0,4,2,2,4,3
"63819",1,2,1,3,0,1,1,1,4,1
"63820",1,1,1,0,2,0,0,2,1,2
"63821",3,1,2,3,1,5,1,2,6,3
"63822",2,4,1,1,5,2,1,3,3,6
"63823",4,8,1,7,8,3,3,9,6,12
"63824",1,1,1,3,3,5,1,4,6,5
"63825",1,0,0,1,2,1,0,1,1,2
"63826",2,5,0,4,1,4,3,0,4,3
"63827",0,3,0,0,6,0,5,2,2,7
"63828",6,2,3,3,4,4,2,3,7,4
"63829",8,3,2,6,4,4,1,5,11,7
"63830",1,2,0,2,2,1,0,2,1,4
"63831",3,2,1,3,1,1,0,1,5,3
"63832",3,3,3,3,2,3,3,2,4,4
"63833",8,7,3,12,3,8,2,1,17,7
"63834",1,3,1,1,3,1,1,3,2,7
"63835",4,3,3,3,4,4,0,4,5,7
"63836",2,0,2,1,0,1,0,0,6,0
"63837",4,3,4,4,6,5,3,5,10,7
"63838",2,1,1,2,0,3,0,0,2,0
"63839",2,2,1,3,5,2,2,5,3,5
"63840",2,2,2,1,2,2,1,1,2,4
"63841",1,5,1,3,6,5,2,4,6,10
"63842",1,4,1,0,5,1,2,5,2,9
"63843",2,2,0,4,4,2,2,5,5,7
"63844",0,3,0,0,4,0,0,3,0,6
"63845",0,0,0,0,3,1,1,1,1,3
"63846",0,1,0,0,2,1,1,1,1,3
"63847",0,4,0,0,5,1,3,6,4,7
"63848",5,3,1,4,3,6,1,2,10,10
"63849",0,1,0,0,2,0,1,0,0,2
"63850",0,4,0,1,4,1,3,2,1,6
"63851",4,4,1,7,8,5,2,9,9,15
"63852",6,3,8,8,3,10,2,3,13,5
"63853",2,5,0,4,2,3,1,2,5,5
"63854",3,4,2,3,3,2,2,5,6,7
"63855",2,5,1,4,6,2,3,8,5,9
"63856",6,6,5,6,4,4,0,4,10,7
"63857",4,4,1,2,5,3,3,6,5,8
"63858",0,3,0,0,4,0,0,3,1,6
"63859",1,4,1,3,4,2,1,4,2,4
"63860",1,2,1,3,2,3,1,2,9,4
"63861",1,2,1,1,3,1,1,2,1,3
"63862",2,4,1,4,3,5,0,3,6,9
"63863",1,1,1,1,0,2,0,2,2,2
"63864",4,2,3,6,3,5,3,7,11,10
"63865",4,7,3,4,5,8,3,3,11,6
"63866",1,1,1,0,2,0,0,2,1,2
"63867",3,8,4,8,5,7,4,4,14,7
"63868",2,1,1,1,1,2,2,0,4,2
"63869",2,8,2,3,6,4,4,4,5,11
"63870",4,13,1,7,19,4,7,19,7,24
"63871",1,4,0,1,4,1,0,4,0,6
"63872",1,5,1,2,4,5,2,1,6,5
"63873",0,4,1,0,5,5,2,7,4,11
"63874",2,3,3,2,6,3,5,1,4,7
"63875",0,3,0,1,4,1,1,3,1,4
"63876",1,4,1,1,5,3,4,2,3,6
"63877",14,13,15,14,8,18,6,8,24,13
"63878",0,4,1,3,5,1,1,7,2,12
"63879",2,1,1,2,0,3,0,1,5,1
"63880",3,8,4,5,13,4,4,14,10,18
"63881",0,4,0,1,5,0,2,3,0,5
"63882",2,6,1,5,10,3,4,10,5,13
"63883",4,3,2,7,2,5,1,3,8,5
"63884",1,3,1,1,2,3,1,0,3,2
"63885",0,3,0,1,4,3,1,3,3,5
"63886",1,1,0,1,3,2,2,4,3,6
"63887",5,3,4,3,2,6,3,1,7,2
"63888",1,4,1,4,3,4,1,3,8,7
"63889",4,2,0,2,4,4,0,2,6,5
"63890",2,5,1,2,6,6,3,5,7,8
"63891",3,6,3,3,6,4,3,5,4,11
"63892",0,1,0,0,1,0,0,0,0,1
"63893",2,8,1,3,4,4,6,4,4,4
"63894",1,5,2,1,4,3,3,5,5,7
"63895",5,6,2,5,5,3,4,4,10,6
"63896",0,4,1,1,4,1,0,3,3,6
"63897",3,3,1,4,2,3,4,3,5,5
"63898",0,0,1,1,0,2,0,0,1,0
"63899",0,3,1,1,4,1,0,2,1,5
"63900",4,2,3,4,2,3,4,2,5,2
"63901",0,2,0,1,2,1,2,2,2,2
"63902",3,1,3,5,2,2,0,1,6,6
"63903",0,2,1,1,2,1,2,1,3,6
"63904",0,3,0,5,2,1,4,2,5,5
"63905",2,1,1,4,3,5,1,2,4,8
"63906",1,0,1,3,1,2,1,1,2,2
"63907",9,10,8,10,11,14,3,8,20,14
"63908",0,1,0,0,0,1,0,0,1,1
"63909",5,2,0,4,4,2,1,5,4,7
"63910",1,0,0,1,1,1,1,0,3,2
"63911",1,5,1,3,9,3,5,8,3,11
"63912",2,7,0,2,8,1,4,5,2,13
"63913",4,3,1,4,7,4,2,6,6,8
"63914",0,4,1,1,2,0,1,3,2,8
"63915",2,2,1,1,2,3,0,5,3,5
"63916",1,5,0,2,4,2,4,5,4,10
"63917",0,2,0,0,4,2,1,3,2,5
"63918",0,2,0,0,2,0,1,0,0,2
"63919",2,3,1,1,5,2,2,3,2,6
"63920",2,3,2,2,2,4,5,3,4,4
"63921",1,2,1,1,4,3,1,2,3,5
"63922",1,3,2,0,4,1,2,1,1,4
"63923",3,5,2,2,5,1,4,4,2,6
"63924",2,4,2,1,6,5,3,4,6,6
"63925",0,4,0,0,3,1,0,2,0,5
"63926",1,4,0,3,5,2,2,3,2,6
"63927",0,3,0,3,3,2,2,1,3,4
"63928",0,9,0,2,6,2,1,4,2,8
"63929",2,3,4,3,2,6,3,3,9,6
"63930",7,6,8,8,7,7,5,5,15,9
"63931",1,2,1,4,2,5,1,2,5,2
"63932",0,9,0,1,9,0,2,8,0,15
"63933",0,4,0,2,0,2,2,2,2,5
"63934",4,1,2,3,3,2,2,1,5,4
"63935",2,3,3,2,1,3,4,2,5,7
"63936",2,5,2,1,10,3,4,7,2,10
"63937",15,13,11,15,12,14,4,15,27,20
"63938",3,2,0,4,3,1,4,2,3,8
"63939",0,3,0,1,2,1,0,2,0,3
"63940",3,2,2,4,2,4,1,2,5,5
"63941",2,3,2,2,4,3,3,3,4,6
"63942",2,2,2,3,4,3,1,3,3,9
"63943",5,3,2,4,8,5,1,7,8,9
"63944",0,1,0,0,0,0,1,0,0,0
"63945",1,3,1,0,2,1,1,1,3,5
"63946",1,3,1,1,6,1,2,4,1,8
"63947",2,4,0,1,7,2,2,6,0,8
"63948",0,1,0,0,0,0,0,0,1,2
"63949",1,5,1,1,5,1,3,7,1,8
"63950",2,6,2,2,6,4,2,6,2,9
"63951",3,3,3,3,3,6,2,1,9,4
"63952",1,1,2,2,3,1,0,2,3,3
"63953",2,1,1,2,2,3,1,0,3,3
"63954",2,2,1,1,2,2,2,2,3,4
"63955",2,1,1,2,2,2,2,5,3,3
"63956",2,4,1,0,4,3,2,1,2,5
"63957",1,1,0,3,3,1,4,1,3,3
"63958",1,3,1,2,6,1,2,7,2,11
"63959",0,2,0,0,3,0,2,2,0,3
"63960",2,3,3,3,4,3,3,3,3,6
"63961",1,1,1,1,1,1,0,1,1,2
"63962",2,5,0,2,7,4,2,5,5,9
"63963",1,1,1,2,2,3,0,2,2,5
"63964",3,1,1,3,2,3,0,2,5,3
"63965",3,2,2,3,2,4,3,3,11,5
"63966",4,0,5,5,1,8,3,2,10,2
"63967",4,2,2,3,2,2,1,2,5,4
"63968",3,2,2,4,2,3,4,1,5,3
"63969",1,2,1,1,3,1,1,1,2,3
"63970",0,3,0,0,4,1,2,2,0,5
"63971",0,5,0,1,4,2,2,1,1,6
"63972",0,3,0,0,5,1,1,4,1,6
"63973",3,2,1,3,1,2,0,1,4,4
"63974",4,4,3,3,3,4,2,2,4,4
"63975",7,6,4,8,7,10,3,8,12,9
"63976",10,9,6,12,8,13,10,8,19,12
"63977",1,2,2,1,2,3,0,5,7,5
"63978",2,6,2,2,6,4,2,6,2,9
"63979",0,1,0,0,2,1,1,1,0,3
"63980",1,4,1,4,5,2,2,2,5,5
"63981",1,4,1,1,1,1,2,1,1,3
"63982",2,0,2,1,0,1,0,0,6,0
"63983",0,2,0,2,3,0,0,4,2,6
"63984",0,3,0,0,2,0,0,3,4,6
"63985",2,4,0,1,4,1,2,3,2,4
"63986",0,1,0,1,1,0,0,1,2,3
"63987",2,1,2,1,4,2,1,2,3,8
"63988",2,1,1,2,3,1,2,0,2,4
"63989",1,1,1,2,1,3,2,1,5,2
"63990",1,2,1,2,1,3,1,0,3,1
"63991",1,3,2,0,3,1,2,6,4,4
"63992",2,4,2,2,5,5,1,4,8,11
"63993",0,4,0,2,6,2,2,6,1,7
"63994",1,3,1,2,3,2,0,1,2,4
"63995",5,10,2,5,13,4,5,8,5,17
"63996",4,2,1,1,3,3,1,1,3,4
"63997",1,4,2,2,4,5,1,2,6,4
"63998",0,3,1,3,1,3,1,2,5,2
"63999",1,0,1,2,2,4,2,1,3,2
"64000",1,1,0,0,3,0,1,1,0,3
"64001",1,3,1,1,3,1,1,3,2,7
"64002",2,3,0,1,3,1,3,2,3,5
"64003",0,2,0,1,2,3,2,1,2,4
"64004",1,2,1,1,2,3,0,2,3,3
"64005",0,0,0,0,3,0,0,2,0,4
"64006",8,3,3,8,3,6,3,3,11,6
"64007",2,4,1,2,2,1,2,2,2,4
"64008",0,2,0,2,3,4,2,2,4,3
"64009",1,3,1,1,4,0,1,2,0,5
"64010",3,2,1,2,2,1,1,1,4,2
"64011",0,3,0,0,4,0,3,4,0,6
"64012",0,3,0,1,5,1,2,2,2,6
"64013",2,5,0,4,2,3,1,2,5,5
"64014",1,2,1,3,0,1,1,1,4,1
"64015",1,1,0,0,3,0,1,1,0,3
"64016",0,0,0,0,1,0,0,0,0,2
"64017",2,0,1,2,2,2,0,1,2,2
"64018",1,6,0,0,9,0,4,7,2,9
"64019",5,2,3,5,2,5,5,2,6,3
"64020",1,1,2,3,4,3,3,3,3,4
"64021",1,4,2,3,4,4,4,2,6,7
"64022",1,1,1,1,1,1,0,0,1,1
"64023",1,4,0,1,1,0,0,1,2,2
"64024",1,3,0,1,1,1,1,1,3,4
"64025",1,5,0,0,3,1,2,4,3,6
"64026",1,5,1,0,8,0,2,4,1,13
"64027",1,7,2,3,4,7,3,6,10,9
"64028",1,3,1,2,6,4,2,4,2,9
"64029",6,4,5,3,4,5,2,4,12,6
"64030",1,2,0,2,1,3,1,1,5,2
"64031",3,2,1,1,3,4,0,4,5,5
"64032",1,0,1,1,2,3,2,2,5,4
"64033",3,3,3,2,4,3,5,2,6,5
"64034",8,5,4,12,7,9,4,8,16,15
"64035",2,3,1,0,3,0,1,1,2,4
"64036",1,1,2,4,4,4,3,5,8,8
"64037",2,1,3,4,2,4,0,1,5,2
"64038",2,2,3,2,0,6,1,2,8,4
"64039",3,4,3,2,5,2,1,4,6,6
"64040",3,2,2,3,1,4,1,1,7,4
"64041",2,0,0,1,2,3,1,1,4,4
"64042",1,2,1,1,1,2,1,1,2,2
"64043",2,2,3,1,2,3,0,0,4,4
"64044",1,2,1,2,3,2,1,2,2,6
"64045",8,4,5,8,5,9,4,4,11,11
"64046",3,4,2,2,4,3,3,3,6,6
"64047",1,0,1,1,2,1,0,1,2,2
"64048",1,5,0,4,7,4,2,6,8,8
"64049",3,1,2,4,1,4,1,1,5,2
"64050",1,1,0,1,3,2,3,2,2,5
"64051",3,3,2,3,3,4,5,1,7,6
"64052",0,1,0,3,3,1,1,2,4,6
"64053",1,1,1,2,2,2,0,3,3,3
"64054",2,3,1,2,3,4,1,1,3,4
"64055",4,5,1,3,6,3,3,8,9,14
"64056",1,3,0,1,1,0,1,1,2,4
"64057",1,2,0,0,1,0,1,0,1,2
"64058",1,2,0,1,3,1,1,1,1,4
"64059",2,2,1,1,2,2,2,0,5,2
"64060",3,3,3,4,4,2,1,3,3,5
"64061",3,5,2,3,5,5,4,6,6,8
"64062",1,4,0,3,4,3,2,3,5,5
"64063",1,2,1,1,2,0,0,3,2,5
"64064",2,0,0,1,0,1,1,1,3,3
"64065",0,3,0,0,3,0,1,3,1,6
"64066",3,3,2,2,1,4,3,1,6,2
"64067",0,2,0,0,3,2,3,3,2,4
"64068",2,3,1,5,3,3,2,2,3,5
"64069",0,0,0,1,0,0,1,0,0,1
"64070",0,0,0,2,0,1,0,1,1,2
"64071",5,3,5,8,2,6,1,2,8,2
"64072",1,4,1,3,7,7,3,5,5,12
"64073",1,6,1,3,4,2,7,2,6,5
"64074",1,2,1,1,2,0,0,3,3,7
"64075",1,1,0,2,2,3,1,2,5,3
"64076",1,1,1,2,2,2,1,2,4,6
"64077",2,4,1,1,7,1,1,6,2,9
"64078",0,3,0,0,3,0,2,3,0,5
"64079",3,2,3,4,5,5,1,5,6,8
"64080",1,2,0,4,4,0,1,2,2,7
"64081",0,1,0,0,1,0,1,1,1,2
"64082",2,3,2,3,3,4,2,2,4,5
"64083",2,0,1,2,2,1,1,0,4,3
"64084",1,5,1,1,7,2,2,7,1,10
"64085",6,2,6,4,4,5,0,3,8,8
"64086",1,3,1,1,3,2,3,2,4,6
"64087",0,2,0,1,5,0,1,5,0,7
"64088",2,2,0,0,3,0,1,3,1,5
"64089",0,1,0,0,3,1,1,3,3,5
"64090",0,0,0,0,0,1,0,0,1,1
"64091",0,2,0,0,2,0,4,1,2,3
"64092",2,3,4,4,3,3,1,2,6,3
"64093",4,2,4,5,2,5,2,3,5,6
"64094",3,0,1,3,1,1,0,2,4,4
"64095",1,1,2,4,2,2,1,3,5,5
"64096",3,4,1,3,4,2,3,4,4,6
"64097",1,0,1,4,1,1,1,0,4,3
"64098",7,7,6,4,9,10,5,11,14,14
"64099",0,6,0,0,6,0,1,3,2,9
"64100",0,4,1,1,5,1,0,4,3,7
"64101",0,3,0,1,1,0,0,2,1,2
"64102",0,1,0,0,1,1,0,1,1,1
"64103",6,2,3,4,7,4,4,5,6,8
"64104",0,4,0,1,1,1,2,2,2,4
"64105",1,5,1,1,3,1,1,3,3,4
"64106",2,2,2,2,2,3,2,1,3,5
"64107",2,4,0,6,3,2,1,9,8,16
"64108",1,4,1,1,3,3,2,2,3,6
"64109",2,3,1,4,6,1,6,5,5,8
"64110",5,3,5,6,3,5,1,3,10,4
"64111",1,1,1,4,3,3,5,5,4,6
"64112",3,3,3,2,3,4,2,3,4,6
"64113",0,2,0,1,2,1,2,0,3,4
"64114",8,2,6,6,1,4,2,3,14,5
"64115",0,0,0,1,2,1,1,1,1,3
"64116",3,2,4,4,3,3,0,1,4,4
"64117",1,0,0,1,1,1,2,2,1,3
"64118",0,0,0,3,1,2,2,1,5,2
"64119",1,2,1,2,3,2,3,3,4,8
"64120",0,2,1,1,3,1,1,7,2,9
"64121",1,3,1,1,5,1,3,3,2,8
"64122",2,2,1,1,5,4,2,5,6,6
"64123",1,3,1,1,2,2,4,1,5,5
"64124",2,3,3,2,3,1,1,2,7,4
"64125",0,3,0,1,3,0,2,2,2,6
"64126",3,3,1,1,4,2,1,6,4,8
"64127",1,0,0,1,0,1,1,0,4,2
"64128",1,1,1,4,4,3,0,2,5,5
"64129",2,0,0,3,1,2,0,1,5,3
"64130",3,3,2,3,2,4,3,3,4,6
"64131",2,2,1,1,5,4,2,5,6,6
"64132",1,1,0,2,3,1,2,4,1,7
"64133",3,4,1,3,4,2,3,3,3,8
"64134",3,3,2,4,3,1,3,6,5,8
"64135",1,3,1,2,4,1,3,3,2,8
"64136",0,4,0,1,7,3,2,5,2,9
"64137",3,2,2,2,4,5,1,5,6,7
"64138",0,2,0,2,1,1,1,3,3,4
"64139",4,1,3,2,1,6,2,1,9,1
"64140",2,1,0,2,2,2,0,1,3,2
"64141",1,3,1,2,5,2,2,4,3,7
"64142",2,5,2,4,5,6,4,6,11,9
"64143",1,0,2,1,2,2,4,1,6,5
"64144",2,2,1,4,2,3,1,0,6,2
"64145",0,0,0,1,4,2,2,3,5,5
"64146",2,1,2,1,1,1,2,1,2,4
"64147",4,2,2,3,0,4,3,3,5,4
"64148",1,1,1,1,0,1,1,0,3,0
"64149",1,2,1,1,3,1,2,3,1,5
"64150",1,3,1,1,2,1,1,1,2,4
"64151",2,1,0,1,2,1,1,2,3,3
"64152",0,4,1,2,5,2,1,4,5,10
"64153",1,2,1,2,2,1,1,1,3,5
"64154",0,0,0,0,1,2,1,0,1,4
"64155",1,4,0,2,2,2,0,0,3,2
"64156",3,6,1,1,6,1,4,4,4,10
"64157",0,0,0,0,1,0,0,0,1,1
"64158",0,1,0,0,1,0,0,0,2,4
